,,,,,,,PercentChange,,,,,,
,2022,,,2021,,,2022vs.2021,,,,,,
(inmillions),$,%,,$,%,,%,,,,,,
OperatingRevenue,"$5,244.70 ",,100,"$5,121.80 ",,100,,2.4,%,,,,
OperatingExpenses:,,,,,,,,,,,,,
"Salaries,wagesandemployeebenefits","2,808.30",,53.5,"2,921.70",,57,,3.9,,,,,
"Fuel,operatingexpensesandsupplies","1,076.60",,20.5,858.1,,16.8,,25.5,%,,,,
Purchasedtransportation,748.5,,14.3,800.2,,15.6,,6.5,,,,,
Depreciationandamortization,143.4,,2.7,143.6,,2.8,,0.1,,,,,
Otheroperatingexpenses,308.1,,5.9,293.9,,5.7,,4.8,%,,,,
"(Gains)Lossesonpropertydisposals,net",38,,0.7,0.7,,0,NM*,,,,,,
Totaloperatingexpenses,"5,046.90",,96.2,"5,018.20",,98,,0.6,%,,,,
OperatingIncome,197.8,,3.8,103.6,,2,,90.9,%,,,,
NonoperatingExpenses:,,,,,,,,,,,,,
"Nonoperatingexpenses,net",171.3,,3.3,209.6,,4.1,,18.3,,,,,
Income(Loss)beforeincometaxes,26.5,,0.5,106,,2.1,NM*,,,,,,
Incometaxexpense,4.7,,0.1,3.1,,0.1,,51.6,%,,,,
NetIncome(Loss),$21.80 ,,0.4,$109.10 ,,2.1,NM*,,,,,,
,,,,,,,,,,,,,
,2022,2021,PercentChange(a),,,,,,,,,,
Workdays,252.5,252,,,,,,,,,,,
,,,,,,,,,,,,,
OperatingRatio,96.2,98,1.8pp,,,,,,,,,,
,,,,,,,,,,,,,
LTLpickeduprevenue(inmillions),"$4,711.90 ","$4,615.20 ",,2.1,%,,,,,,,,
LTLtonnage(inthousands),"7,691","9,520",,19.2,,,,,,,,,
LTLtonnageperworkday(inthousands),30.46,37.78,,19.4,,,,,,,,,
LTLshipments(inthousands),"13,853","16,707",,17.1,,,,,,,,,
LTLshipmentsperworkday(inthousands),54.86,66.3,,17.2,,,,,,,,,
LTLpickeduprevenueperhundredweight,$30.63 ,$24.24 ,,26.4,%,,,,,,,,
LTLpickeduprevenueperhundredweight(excludingfuelsurcharge),$24.39 ,$21.12 ,,15.5,%,,,,,,,,
LTLpickeduprevenuepershipment,$340 ,$276 ,,23.1,%,,,,,,,,
LTLpickeduprevenuepershipment(excludingfuelsurcharge),$271 ,$241 ,,12.5,%,,,,,,,,
LTLweightpershipment(inpounds),"1,110","1,140",,2.6,,,,,,,,,
,,,,,,,,,,,,,
Totalpickeduprevenue(inmillions)(b),"$5,153.00 ","$5,077.70 ",,1.5,%,,,,,,,,
Totaltonnage(inthousands),"9,826","12,427",,20.9,,,,,,,,,
Totaltonnageperworkday(inthousands),38.92,49.31,,21.1,,,,,,,,,
Totalshipments(inthousands),"14,213","17,178",,17.3,,,,,,,,,
Totalshipmentsperworkday(inthousands),56.29,68.17,,17.4,,,,,,,,,
Totalpickeduprevenueperhundredweight,$26.22 ,$20.43 ,,28.3,%,,,,,,,,
"Totalpickeduprevenueperhundredweight(excludingfuel
surcharge)",$21.08 ,$17.88 ,,17.9,%,,,,,,,,
Totalpickeduprevenuepershipment,$363 ,$296 ,,22.7,%,,,,,,,,
Totalpickeduprevenuepershipment(excludingfuelsurcharge),$291 ,$259 ,,12.7,%,,,,,,,,
Totalweightpershipment(inpounds),"1,383","1,447",,4.4,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,,,,,,,,,,,
(b)Reconciliationofoperatingrevenuetototalpickeduprevenue:,,,,,,,,,,,,,
Operatingrevenue,"$5,244.70 ","$5,121.80 ",,,,,,,,,,,
Changeinrevenuedeferralandother,91.7,44.1,,,,,,,,,,,
Totalpickeduprevenue,"$5,153.00 ","$5,077.70 ",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,PercentChange,,,,,,
,2021,,,2020,,,2021vs.2020,,,,,,
(inmillions),$,%,,$,%,,%,,,,,,
OperatingRevenue,"$5,121.80 ",,100,"$4,513.70 ",,100,,13.5,%,,,,
OperatingExpenses:,,,,,,,,,,,,,
"Salaries,wagesandemployeebenefits","2,921.70",,57,"2,770.10",,61.4,,5.5,%,,,,
"Fuel,operatingexpensesandsupplies",858.1,,16.8,719.1,,15.9,,19.3,%,,,,
Purchasedtransportation,800.2,,15.6,638.8,,14.2,,25.3,%,,,,
Depreciationandamortization,143.6,,2.8,134.9,,3,,6.4,%,,,,
Otheroperatingexpenses,293.9,,5.7,239.6,,5.3,,22.7,%,,,,
"(Gains)Lossesonpropertydisposals,net",0.7,,0,45.3,,1,NM*,,,,,,
Totaloperatingexpenses,"5,018.20",,98,"4,457.20",,98.7,,12.6,%,,,,
OperatingIncome,103.6,,2,56.5,,1.3,NM*,,,,,,
NonoperatingExpenses:,,,,,,,,,,,,,
"Nonoperatingexpenses,net",209.6,,4.1,129.6,,2.9,,61.7,%,,,,
Lossbeforeincometaxes,106,,2.1,73.1,,1.6,,45,%,,,,
Incometaxexpense(benefit),3.1,,0.1,19.6,,0.4,NM*,,,,,,
NetLoss,$109.10 ,,2.1,$53.50 ,,1.2,,103.9,%,,,,
,,,,,,,,,,,,,
,2021,2020,PercentChange(a),,,,,,,,,,
Workdays,252,253,,,,,,,,,,,
,,,,,,,,,,,,,
OperatingRatio,98,98.7,0.7pp,,,,,,,,,,
,,,,,,,,,,,,,
LTLpickeduprevenue(inmillions),"$4,615.20 ","$4,100.10 ",,12.6,%,,,,,,,,
LTLtonnage(inthousands),"9,520","9,845",,3.3,,,,,,,,,
LTLtonnageperworkday(inthousands),37.78,38.91,,2.9,,,,,,,,,
LTLshipments(inthousands),"16,707","16,982",,1.6,,,,,,,,,
LTLshipmentsperworkday(inthousands),66.3,67.12,,1.2,,,,,,,,,
LTLpickeduprevenueperhundredweight,$24.24 ,$20.82 ,,16.4,%,,,,,,,,
LTLpickeduprevenueperhundredweight(excludingfuelsurcharge),$21.12 ,$18.78 ,,12.5,%,,,,,,,,
LTLpickeduprevenuepershipment,$276 ,$241 ,,14.4,%,,,,,,,,
LTLpickeduprevenuepershipment(excludingfuelsurcharge),$241 ,$218 ,,10.5,%,,,,,,,,
LTLweightpershipment(inpounds),"1,140","1,159",,1.7,,,,,,,,,
,,,,,,,,,,,,,
Totalpickeduprevenue(inmillions)(b),"$5,077.70 ","$4,487.70 ",,13.1,%,,,,,,,,
Totaltonnage(inthousands),"12,427","12,589",,1.3,,,,,,,,,
Totaltonnageperworkday(inthousands),49.31,49.76,,0.9,,,,,,,,,
Totalshipments(inthousands),"17,178","17,446",,1.5,,,,,,,,,
Totalshipmentsperworkday(inthousands),68.17,68.96,,1.1,,,,,,,,,
Totalpickeduprevenueperhundredweight,$20.43 ,$17.82 ,,14.6,%,,,,,,,,
Totalpickeduprevenueperhundredweight(excludingfuelsurcharge),$17.88 ,$16.13 ,,10.9,%,,,,,,,,
Totalpickeduprevenuepershipment,$296 ,$257 ,,14.9,%,,,,,,,,
Totalpickeduprevenuepershipment(excludingfuelsurcharge),$259 ,$233 ,,11.2,%,,,,,,,,
Totalweightpershipment(inpounds),"1,447","1,443",,0.3,%,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2021,2020,,,,,,,,,,,
(b)Reconciliationofoperatingrevenuetototalpickeduprevenue:,,,,,,,,,,,,,
Operatingrevenue,"$5,121.80 ","$4,513.70 ",,,,,,,,,,,
Changeinrevenuedeferralandother,44.1,26,,,,,,,,,,,
Totalpickeduprevenue,"$5,077.70 ","$4,487.70 ",,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Reconciliationofnetincome(loss)toAdjustedEBITDA:,,,,,,,,,,,,,
Netincome(loss),$21.80 ,$109.10 ,$53.50 ,,,,,,,,,,
"Interestexpense,net",161.6,150.4,135.6,,,,,,,,,,
Incometaxexpense(benefit),4.7,3.1,19.6,,,,,,,,,,
Depreciationandamortization,143.4,143.6,134.9,,,,,,,,,,
EBITDA,331.5,188,197.4,,,,,,,,,,
AdjustmentsforTLAgreements:,,,,,,,,,,,,,
"(Gains)lossesonpropertydisposals,net",38,0.7,45.3,,,,,,,,,,
Non-cashreservechanges(a),2.5,11.6,2.9,,,,,,,,,,
Letterofcreditexpense,8.4,8.5,7.3,,,,,,,,,,
Permitteddispositionsandother,0.4,0.8,0.3,,,,,,,,,,
Equity-basedcompensationexpense,5.3,4.4,4.7,,,,,,,,,,
Non-unionpensionsettlementcharges,12.1,64.7,3.6,,,,,,,,,,
"Other,net",1.2,3,3.5,,,,,,,,,,
Expenseamountssubjectto10%threshold(b):,,,,,,,,,,,,,
DepartmentofDefensesettlementcharge,5.3,—,—,,,,,,,,,,
COVID-19,—,—,3.9,,,,,,,,,,
"Other,net",19.4,24.3,17.3,,,,,,,,,,
AdjustedEBITDApriorto10%threshold,343.1,306,195.6,,,,,,,,,,
AdjustmentspursuanttoTTMcalculation(b),—,—,3.7,,,,,,,,,,
AdjustedEBITDA,$343.10 ,$306.00 ,$191.90 ,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,,,,,,,,,,,
Cashandcashequivalents,$235.10 ,$310.70 ,,,,,,,,,,,
Less:amountsplacedintorestrictedcashsubsequenttoyear-end,—,—,,,,,,,,,,,
ManagedAccessibility,6.7,48.1,,,,,,,,,,,
TotalcashandcashequivalentsandManagedAccessibility,$241.80 ,$358.80 ,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Netcashprovidedby(usedin)operatingactivities,$121.30 ,$10.20 ,$122.50 ,,,,,,,,,,
Netcashprovidedby(usedin)investingactivities,146.1,494,84.5,,,,,,,,,,
Netcashprovidedby(usedin)financingactivities,51,320.6,330.8,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
Acquisitionofpropertyandequipment,,,,,,,,,,,,,
Revenueequipment,$105.90 ,$412.10 ,$86.80 ,,,,,,,,,,
Landandstructures,19.1,22.5,8.6,,,,,,,,,,
Technologyequipmentandsoftware,48.4,55.6,33.6,,,,,,,,,,
Other,18.4,7.4,11.6,,,,,,,,,,
Totalcapitalexpenditures,191.8,497.6,140.6,,,,,,,,,,
Proceedsfromdisposalofpropertyandequipment,,,,,,,,,,,,,
Landandstructures,42.9,1.1,52.6,,,,,,,,,,
"Revenueequipment,technologyequipmentand
softwareandother",2.8,2.5,3.5,,,,,,,,,,
Totalproceeds,45.7,3.6,56.1,,,,,,,,,,
Totalnetcapitalexpenditures,$146.10 ,$494.00 ,$84.50 ,,,,,,,,,,
,,,,,,,,,,,,,
,PaymentsDuebyPeriod,,,,,,,,,,,,
(inmillions),Total,"Lessthan
1year","1-3
years","3-5
years","After
5years",,,,,,,,
ABLFacility(a),$24.20 ,$7.40 ,$14.80 ,$2.00 ,$ —,,,,,,,,
TermLoan(b),671.8,68,603.8,—,—,,,,,,,,
USTLoans(c),829.9,37.1,792.8,—,—,,,,,,,,
Leasefinancingobligations(d),259,45.1,84.8,77.7,51.4,,,,,,,,
Pensiondeferralobligations(e),66.3,66.3,—,—,—,,,,,,,,
Operatingleases(f),198.6,67,57.7,34.3,39.6,,,,,,,,
Total,"$2,049.80 ",$290.90 ,"$1,553.90 ",$114.00 ,$91.00 ,,,,,,,,
,,,,,,,,,,,,,
,AmountofCommitmentExpirationPerPeriod,,,,,,,,,,,,
(inmillions),Total,"Lessthan
1year","1-3
years","3-5
years","After
5years",,,,,,,,
ABLFacilityavailability(a),$47.70 ,$ —,$47.70 ,$ —,$ —,,,,,,,,
Lettersofcredit(b),361.8,—,361.8,—,—,,,,,,,,
Suretybonds(c),93.2,60.5,32.7,—,—,,,,,,,,
Totalcommercialcommitments,$502.70 ,$60.50 ,$442.20 ,$ —,$ —,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2023,,2024,,2025,,2026,,2027(a),,Thereafter,,Total
Fixed-ratedebt,$19.00 ,,$4.40 ,,$4.10 ,,$0.60 ,,$ —,,$199.00 ,,$227.10 
Interestrate,17.1,%,17.9,%,17.9,%,17.8,%,18.1,%,18.1,%,
,,,,,,,,,,,,,
(Amountsinmillionsexceptshareandpersharedata),"December31,2022","December31,2021",,,,,,,,,,,
,,,,,,,,,,,,,
Assets,,,,,,,,,,,,,
CurrentAssets:,,,,,,,,,,,,,
Cashandcashequivalents,$235.10 ,$310.70 ,,,,,,,,,,,
Restrictedamountsheldinescrow,3.9,4.1,,,,,,,,,,,
"Accountsreceivable,lessallowancesof$23.7and$13.2,respectively",599.7,663.7,,,,,,,,,,,
Prepaidexpensesandother,75.4,65,,,,,,,,,,,
Totalcurrentassets,914.1,"1,043.50",,,,,,,,,,,
PropertyandEquipment:,,,,,,,,,,,,,
Cost,"3,109.00","3,164.60",,,,,,,,,,,
Less–accumulateddepreciation,"1,940.00","2,032.30",,,,,,,,,,,
Netpropertyandequipment,"1,169.00","1,132.30",,,,,,,,,,,
"Deferredincometaxes,net",0.3,1.4,,,,,,,,,,,
Pension,34.5,40.5,,,,,,,,,,,
Operatingleaseright-of-useassets,139.7,184.8,,,,,,,,,,,
Otherassets,21.7,23.1,,,,,,,,,,,
TotalAssets,"$2,279.30 ","$2,425.60 ",,,,,,,,,,,
LiabilitiesandShareholders’Deficit,,,,,,,,,,,,,
CurrentLiabilities:,,,,,,,,,,,,,
Accountspayable,$188.60 ,$178.40 ,,,,,,,,,,,
"Wages,vacationsandemployeebenefits",221.4,252.5,,,,,,,,,,,
Currentoperatingleaseliabilities,53.1,76.5,,,,,,,,,,,
Claimsandinsuranceaccruals,116.6,125.9,,,,,,,,,,,
Otheraccruedtaxes,27.9,72.8,,,,,,,,,,,
Othercurrentandaccruedliabilities,37.6,45.7,,,,,,,,,,,
Currentmaturitiesoflong-termdebt,71.8,72.3,,,,,,,,,,,
Totalcurrentliabilities,717,824.1,,,,,,,,,,,
OtherLiabilities:,,,,,,,,,,,,,
"Long-termdebt,lesscurrentportion","1,466.20","1,482.20",,,,,,,,,,,
Pensionandpostretirement,134,88.2,,,,,,,,,,,
Operatingleaseliabilities,94.6,118.9,,,,,,,,,,,
Claimsandotherliabilities,249,275.7,,,,,,,,,,,
Commitmentsandcontingencies,,,,,,,,,,,,,
Shareholders’Deficit:,,,,,,,,,,,,,
"Cumulativepreferredstock,$1parvaluepershare-authorized5,000,000shares",—,—,,,,,,,,,,,
"Commonstock,$0.01parvaluepershare-authorized95,000,000shares,issued
51,601,000and50,955,000shares,respectively",0.5,0.5,,,,,,,,,,,
Capitalsurplus,"2,393.40","2,388.30",,,,,,,,,,,
Accumulateddeficit,"2,453.20","2,475.00",,,,,,,,,,,
Accumulatedothercomprehensiveloss,229.5,184.6,,,,,,,,,,,
"Treasurystock,atcost",92.7,92.7,,,,,,,,,,,
Totalshareholders’deficit,381.5,363.5,,,,,,,,,,,
TotalLiabilitiesandShareholders’Deficit,"$2,279.30 ","$2,425.60 ",,,,,,,,,,,
,,,,,,,,,,,,,
(Amountsinmillionsexceptpersharedata;sharesinthousands),2022,2021,2020,,,,,,,,,,
OperatingRevenue,"$5,244.70 ","$5,121.80 ","$4,513.70 ",,,,,,,,,,
OperatingExpenses:,,,,,,,,,,,,,
"Salaries,wagesandemployeebenefits","2,808.30","2,921.70","2,770.10",,,,,,,,,,
"Fuel,operatingexpensesandsupplies","1,076.60",858.1,719.1,,,,,,,,,,
Purchasedtransportation,748.5,800.2,638.8,,,,,,,,,,
Depreciationandamortization,143.4,143.6,134.9,,,,,,,,,,
Otheroperatingexpenses,308.1,293.9,239.6,,,,,,,,,,
"(Gains)lossesonpropertydisposals,net",38,0.7,45.3,,,,,,,,,,
Totaloperatingexpenses,"5,046.90","5,018.20","4,457.20",,,,,,,,,,
OperatingIncome,197.8,103.6,56.5,,,,,,,,,,
NonoperatingExpenses:,,,,,,,,,,,,,
Interestexpense,162.9,150.7,135.9,,,,,,,,,,
Non-unionpensionandpostretirementbenefits,10.5,59.3,6.3,,,,,,,,,,
"Other,net",2.1,0.4,—,,,,,,,,,,
"Nonoperatingexpenses,net",171.3,209.6,129.6,,,,,,,,,,
Income(loss)beforeincometaxes,26.5,106,73.1,,,,,,,,,,
Incometaxexpense(benefit),4.7,3.1,19.6,,,,,,,,,,
NetIncome(Loss),$21.80 ,$109.10 ,$53.50 ,,,,,,,,,,
,,,,,,,,,,,,,
AverageCommonSharesOutstanding-Basic,"51,346","50,720","41,694",,,,,,,,,,
AverageCommonSharesOutstanding-Diluted,"52,233","50,720","41,694",,,,,,,,,,
,,,,,,,,,,,,,
Income(Loss)PerShare-Basic,$0.42 ,$2.15 ,$1.28 ,,,,,,,,,,
Income(Loss)PerShare-Diluted,$0.42 ,$2.15 ,$1.28 ,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
NetIncome(Loss),$21.80 ,$109.10 ,$53.50 ,,,,,,,,,,
Othercomprehensiveincome(loss):,,,,,,,,,,,,,
"Pension,netoftax:",,,,,,,,,,,,,
Netactuarialgains(losses),62.4,112.7,204.6,,,,,,,,,,
Settlementadjustments,12.1,64.7,2.7,,,,,,,,,,
Amortizationofpriornetlosses,8.6,12.1,12.7,,,,,,,,,,
Amortizationofpriornetservicecredit,0.4,0.4,0.4,,,,,,,,,,
"Changesinforeigncurrencytranslation,netoftax",2.8,0.5,0.9,,,,,,,,,,
Othercomprehensiveincome(loss),44.9,35.8,220.5,,,,,,,,,,
ComprehensiveIncome(Loss),$23.10 ,$144.90 ,$167.00 ,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),2022,2021,2020,,,,,,,,,,
OperatingActivities:,,,,,,,,,,,,,
Netincome(loss),$21.80 ,$109.10 ,$53.50 ,,,,,,,,,,
"Adjustmentstoreconcilenetincome(loss)tocashflowsfrom
operatingactivities:",,,,,,,,,,,,,
Depreciationandamortization,143.4,143.6,134.9,,,,,,,,,,
Leaseamortizationandaccretionexpense,95.7,133.3,160.9,,,,,,,,,,
Leasepayments,98.8,134.4,135,,,,,,,,,,
Paid-in-kindinterest,12.8,9.3,42.4,,,,,,,,,,
Debt-relatedamortization,23.6,22.9,17.5,,,,,,,,,,
Equity-basedcompensationandemployeebenefitsexpense,13.5,16.1,21.8,,,,,,,,,,
Non-unionpensionsettlementcharges,12.1,64.7,3.6,,,,,,,,,,
"(Gains)lossesonpropertydisposals,net",38,0.7,45.3,,,,,,,,,,
"Deferredincometaxes,net",0.4,0.5,14.9,,,,,,,,,,
"Othernon-cashitems,net",1.2,0.7,0.9,,,,,,,,,,
"Changesinassetsandliabilities,net:",,,,,,,,,,,,,
Accountsreceivable,64,158.7,40.4,,,,,,,,,,
Accountspayable,7.8,16.8,3.6,,,,,,,,,,
Otheroperatingassets,15.5,28.1,23.9,,,,,,,,,,
Otheroperatingliabilities,119.5,32.9,57.1,,,,,,,,,,
Netcashprovidedby(usedin)operatingactivities,121.3,10.2,122.5,,,,,,,,,,
InvestingActivities:,,,,,,,,,,,,,
Acquisitionofpropertyandequipment,191.8,497.6,140.6,,,,,,,,,,
Proceedsfromdisposalofpropertyandequipment,45.7,3.6,56.1,,,,,,,,,,
Netcashprovidedby(usedin)investingactivities,146.1,494,84.5,,,,,,,,,,
FinancingActivities:,,,,,,,,,,,,,
"Issuanceoflong-termdebt,net",—,325.2,374.8,,,,,,,,,,
Repaymentoflong-termdebt,48.4,3.8,31.4,,,,,,,,,,
Debtissuancecosts,1.7,0.2,12,,,,,,,,,,
Paymentsfortaxwithheldonequity-basedcompensation,0.9,0.6,0.6,,,,,,,,,,
Netcashprovidedby(usedin)financingactivities,51,320.6,330.8,,,,,,,,,,
"NetIncrease(Decrease)InCashandCashEquivalentsand
RestrictedAmountsHeldinEscrow",75.8,163.2,368.8,,,,,,,,,,
"CashandCashEquivalentsandRestrictedAmountsHeldinEscrow,
BeginningofPeriod",314.8,478,109.2,,,,,,,,,,
"CashandCashEquivalentsandRestrictedAmountsHeldinEscrow,
EndofPeriod",$239.00 ,$314.80 ,$478.00 ,,,,,,,,,,
,,,,,,,,,,,,,
SupplementalCashFlowInformation:,,,,,,,,,,,,,
Interestpaid,$127.40 ,$116.80 ,$67.60 ,,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),"Preferred
Stock","Common
Stock","Capital
Surplus","Accumulated
Deficit","Accumulated
Other
Comprehensive
Loss","Treasury
Stock,At
Cost","Total
Shareholders'
Deficit",,,,,,
"BalancesatDecember31,2019",$ —,$0.30 ,"$2,332.90 ","$2,312.40 ",$369.30 ,$92.70 ,$441.20 ,,,,,,
Equity-basedcompensation,—,—,4.2,—,—,—,4.2,,,,,,
"Equityissuance-UST
commitmentfee",—,0.2,46.5,—,—,—,46.7,,,,,,
Netloss,—,—,—,53.5,—,—,53.5,,,,,,
"Pension,netoftax:",,,,,,,,,,,,,
Amortizationofpriornetlosses,—,—,—,—,12.7,—,12.7,,,,,,
"Amortizationofpriorservice
credit",—,—,—,—,0.4,—,0.4,,,,,,
Settlementadjustment,,,,,2.7,,2.7,,,,,,
Netactuarialgain,,,,,204.6,,204.6,,,,,,
"Foreigncurrencytranslation,netof
tax",—,—,—,—,0.9,—,0.9,,,,,,
"BalancesatDecember31,2020",$ —,$0.50 ,"$2,383.60 ","$2,365.90 ",$148.80 ,$92.70 ,$223.30 ,,,,,,
Equity-basedcompensation,—,—,4.7,—,—,—,4.7,,,,,,
Netloss,—,—,—,109.1,—,—,109.1,,,,,,
"Pension,netoftax:",,,,,,,,,,,,,
Amortizationofpriornetlosses,—,—,—,—,12.1,—,12.1,,,,,,
"Amortizationofpriorservice
credit",—,—,—,—,0.4,—,0.4,,,,,,
Settlementadjustment,—,—,—,—,64.7,—,64.7,,,,,,
Netactuarialloss,,,,,112.7,,112.7,,,,,,
"Foreigncurrencytranslation,netof
tax",—,—,—,—,0.5,—,0.5,,,,,,
"BalancesatDecember31,2021",$ —,$0.50 ,"$2,388.30 ","$2,475.00 ",$184.60 ,$92.70 ,$363.50 ,,,,,,
Equity-basedcompensation,—,—,5.1,—,—,—,5.1,,,,,,
Netincome,—,—,—,21.8,—,—,21.8,,,,,,
"Pension,netoftax:",,,,,,,,,,,,,
Amortizationofpriornetlosses,—,—,—,—,8.6,—,8.6,,,,,,
"Amortizationofpriorservice
credit",—,—,—,—,0.4,—,0.4,,,,,,
Settlementadjustment,—,—,—,—,12.1,—,12.1,,,,,,
Netactuarialloss,—,—,—,—,62.4,—,62.4,,,,,,
"Foreigncurrencytranslation,netof
tax",—,—,—,—,2.8,—,2.8,,,,,,
"BalancesatDecember31,2022",$ —,$0.50 ,"$2,393.40 ","$2,453.20 ",$229.50 ,$92.70 ,$381.50 ,,,,,,
,,,,,,,,,,,,,
(inmillions),"YearEnded
December31,
2022","YearEnded
December31,
2021","YearEnded
December31,
2020",,,,,,,,,,
LTLrevenue,"$4,719.30 ","$4,605.90 ","$4,093.30 ",,,,,,,,,,
Otherrevenue(a),525.4,515.9,420.4,,,,,,,,,,
Totalrevenue,"$5,244.70 ","$5,121.80 ","$4,513.70 ",,,,,,,,,,
,,,,,,,,,,,,,
(inmillions),"Workers’
Compensation","Third-Party
Liability
Claims",Total,,,,,,,,,,
"UndiscountedsettlementcostestimateatDecember31,2020",$275.20 ,$70.00 ,345.2,,,,,,,,,,
Estimatedsettlementcostfor2021claims,92.4,38.1,130.5,,,,,,,,,,
"Claimpayments,netofrecoveries",94.8,41,135.8,,,,,,,,,,
